order_id,order_date,customer_id,product_id,store_id,quantity,unit_price,discount,payment_method
ORD-0006811,2025-12-17,CUST-02214,P0096,107,1,4726.07,0.05,Credit Card
ORD-0006812,2026-04-01,CUST-01911,P0094,105,1,4803.19,0.2,Debit Card
ORD-0006813,2026-02-08,CUST-01745,P0094,103,1,351.21,0.0,Debit Card
ORD-0006814,2026-05-23,CUST-01569,P0042,107,1,3806.42,0.15,UPI
ORD-0006815,2026-05-15,CUST-02212,P0015,106,1,4936.74,0.15,UPI
ORD-0006816,2026-04-08,CUST-00185,P0143,106,1,1266.99,0.0,Debit Card
ORD-0006817,2026-03-03,CUST-02922,P0105,101,1,3462.53,0.15,Cash
ORD-0006818,2026-01-11,CUST-00824,P0042,104,1,1711.83,0.2,Credit Card
ORD-0006819,2026-07-23,CUST-02111,P0134,104,2,1201.88,0.15,Debit Card
ORD-0006820,2026-01-09,CUST-02382,P0064,111,1,4269.6,0.15,Cash
ORD-0006821,2025-12-13,CUST-02809,P0043,109,3,4811.4,0.05,UPI
ORD-0006822,2026-07-22,CUST-01614,P0110,107,1,1367.58,0.15,UPI
ORD-0006823,2026-07-04,CUST-00144,P0146,101,1,4236.82,0.5,UPI
ORD-0006824,2025-12-24,CUST-00161,P0006,104,4,3762.78,0.1,UPI
ORD-0006825,2025-11-26,CUST-01911,P0144,101,2,2606.04,0.1,Debit Card
ORD-0006826,2026-08-17,CUST-01264,P0149,102,1,4872.03,0.5,Net Banking
ORD-0006827,2025-12-29,CUST-01696,P0089,101,1,3688.21,0.2,Credit Card
ORD-0006828,2026-03-20,CUST-01452,P0016,102,1,4083.62,0.15,Debit Card
ORD-0006829,2026-05-05,CUST-00825,P0095,104,1,4935.04,0.5,Credit Card
ORD-0006830,2025-12-10,CUST-01971,P0019,110,1,2036.15,0.1,UPI
ORD-0006831,2025-10-12,CUST-01540,P0043,105,1,3786.38,0.05,Cash
ORD-0006832,2026-04-21,CUST-00102,P0029,111,1,3780.63,0.5,UPI
ORD-0006833,2026-03-24,CUST-00474,P0113,108,3,4542.17,0.05,UPI
ORD-0006834,2026-02-06,CUST-02209,P0057,105,10,4559.83,0.05,UPI
ORD-0006835,2026-08-14,CUST-01997,P0083,101,1,3819.33,0.5,UPI
ORD-0006836,2026-08-17,CUST-00541,P0053,104,1,1662.4,0.2,Debit Card
ORD-0006837,2026-07-17,CUST-02452,P0128,107,1,4201.43,0.05,UPI
ORD-0006838,2026-03-27,CUST-02611,P0057,108,1,1561.03,0.1,Cash
ORD-0006839,2026-06-19,CUST-01191,P0105,112,1,3457.97,0.15,Credit Card
ORD-0006840,2025-12-17,CUST-02497,P0117,111,4,1044.1,0.15,Net Banking
ORD-0006841,2025-12-20,CUST-02168,P0101,101,1,2676.19,0.2,Net Banking
ORD-0006842,2025-10-18,CUST-00883,P0093,106,4,3312.06,0.5,UPI
ORD-0006843,2026-07-03,CUST-00579,P0017,111,2,4032.68,0.2,Debit Card
ORD-0006844,2025-08-25,CUST-02772,P0090,103,1,4436.8,0.1,Debit Card
ORD-0006845,2025-09-13,CUST-00970,P0002,102,3,1999.42,0.05,Net Banking
ORD-0006846,2026-01-22,CUST-00238,P0087,110,3,4856.24,0.1,Cash
ORD-0006847,2026-05-28,CUST-02325,P0026,105,1,3875.95,0.0,Credit Card
ORD-0006848,2026-04-24,,P0053,109,2,2434.02,0.15,UPI
ORD-0006849,2026-06-30,CUST-01012,P0110,101,-1,4717.95,0.0,UPI
ORD-0006850,2026-02-26,CUST-00026,P0009,105,1,2477.17,0.1,Credit Card
ORD-0006851,2026-07-10,CUST-00332,P0011,101,2,2801.03,0.05,Credit Card
ORD-0006852,2025-11-21,CUST-01422,P0085,112,1,3552.17,0.1,Credit Card
ORD-0006853,2026-07-10,CUST-00749,P0043,110,1,3757.19,0.05,Debit Card
ORD-0006854,2025-10-14,CUST-01161,P0025,108,1,1801.24,0.5,Net Banking
ORD-0006855,2026-04-19,CUST-00880,P0037,110,1,4350.69,0.15,Cash
ORD-0006856,2026-03-24,CUST-00135,P0120,101,3,1330.81,0.15,Net Banking
ORD-0006857,2026-07-03,CUST-00581,P0062,106,3,4819.59,0.5,Credit Card
ORD-0006858,2025-12-22,CUST-02301,P0148,111,4,4438.24,0.0,Debit Card
ORD-0006859,2025-09-06,CUST-02604,P0036,101,1,2467.31,0.0,Cash
ORD-0006860,2026-06-17,CUST-00801,P0002,111,5,2014.61,0.1,Credit Card
ORD-0006861,2026-05-06,CUST-00697,P0093,106,1,872.33,0.5,Debit Card
ORD-0006862,2026-01-17,CUST-00885,P0143,104,1,4113.15,0.2,Credit Card
ORD-0006863,2026-06-22,CUST-00523,P0087,101,1,3943.31,0.05,Credit Card
ORD-0006864,2026-06-12,CUST-01866,P0061,112,2,771.08,0.5,UPI
ORD-0006865,2026-01-15,CUST-00293,P0067,107,1,2465.46,0.5,UPI
ORD-0006866,2026-03-20,CUST-01020,P0136,101,3,4891.48,0.2,UPI
ORD-0006867,2026-01-07,CUST-02218,P0081,112,1,1139.25,0.1,UPI
ORD-0006868,2025-11-14,CUST-00496,P0006,105,3,1160.26,0.0,UPI
ORD-0006869,2025-09-12,CUST-02392,P0139,101,3,2978.54,0.2,Debit Card
ORD-0006870,2026-02-25,CUST-00169,P0149,107,2,368.73,0.15,Net Banking
ORD-0006871,2026-08-17,CUST-01656,P0129,105,2,2022.24,0.05,Debit Card
ORD-0006872,2025-08-30,CUST-00637,P0042,106,1,2375.51,0.1,Debit Card
ORD-0006873,2025-11-05,CUST-01916,P0086,106,2,4223.16,0.5,Debit Card
ORD-0006874,2025-12-07,CUST-00580,P0149,103,1,1772.26,0.0,Credit Card
ORD-0006875,2026-08-17,CUST-00600,P0093,103,2,4141.16,0.05,Debit Card
ORD-0006876,2026-07-19,CUST-00564,P0048,103,1,1988.35,0.15,Debit Card
ORD-0006877,2026-03-20,CUST-00716,P0049,109,3,4880.05,0.15,Net Banking
ORD-0006878,2026-08-12,CUST-00311,P0074,103,2,3682.73,0.2,Debit Card
ORD-0006879,2025-11-04,CUST-01870,P0128,108,2,689.01,0.05,Debit Card
ORD-0006880,2026-07-10,CUST-02415,P0063,109,1,4830.03,0.1,Credit Card
ORD-0006881,2025-10-30,CUST-00279,P0126,106,2,1100.01,0.2,Credit Card
ORD-0006882,2026-03-28,CUST-02588,P0077,108,10,3285.88,0.05,Net Banking
ORD-0006883,2025-09-14,CUST-01312,P0138,106,2,2324.79,0.2,Debit Card
ORD-0006884,2026-06-16,CUST-01229,P0100,110,2,432.38,0.2,Cash
ORD-0006885,2025-10-12,CUST-02335,P0126,104,2,3237.23,0.2,Cash
ORD-0006886,2026-06-12,CUST-01314,P0136,102,4,3379.76,0.2,Debit Card
ORD-0006887,2025-09-13,CUST-02612,P0033,110,2,3582.7,0.1,Net Banking
ORD-0006888,2025-11-08,CUST-01679,P0030,110,1,1634.89,0.05,UPI
ORD-0006889,2026-03-17,CUST-00407,P0089,106,1,574.7,0.1,Debit Card
ORD-0006890,2026-01-06,CUST-02438,P0140,102,2,2066.95,0.2,Net Banking
ORD-0006891,2025-11-09,CUST-00428,P0023,106,2,3080.06,0.0,UPI
ORD-0006892,2026-04-23,CUST-01412,P0129,108,3,3004.16,0.5,UPI
ORD-0006893,2026-07-31,CUST-02987,P0048,107,2,3244.51,0.1,Net Banking
ORD-0006894,2025-09-22,CUST-00691,P0067,103,1,337.97,0.15,UPI
ORD-0006895,2025-11-28,CUST-00396,P0104,110,3,2459.15,0.15,Debit Card
ORD-0006896,2025-10-20,CUST-01089,P0064,106,3,4286.41,0.5,Credit Card
ORD-0006897,2025-10-31,CUST-00409,P0018,110,3,1557.1,0.1,Cash
ORD-0006898,2026-04-24,CUST-02114,P0001,112,1,1311.68,0.1,UPI
ORD-0006899,2026-03-12,CUST-00132,P0122,104,1,4755.53,0.1,Credit Card
ORD-0006900,2026-03-29,CUST-00494,P0047,104,3,4053.86,0.05,Debit Card
ORD-0006901,2026-04-11,CUST-02084,P0145,111,1,2107.59,0.05,Credit Card
ORD-0006902,2025-09-26,CUST-00335,P0114,103,3,485.23,0.0,Debit Card
ORD-0006903,2026-08-18,CUST-01619,P0054,102,3,2672.59,0.1,Net Banking
ORD-0006904,2025-09-01,CUST-00067,P0018,110,2,2719.24,0.5,Debit Card
ORD-0006905,2025-09-02,,P0082,105,4,1871.96,0.05,Cash
ORD-0006906,2026-03-08,CUST-00437,P0057,102,1,1532.29,0.1,Cash
ORD-0006907,2026-08-08,CUST-02377,P0128,104,1,606.32,0.1,UPI
ORD-0006908,2026-03-30,CUST-01401,P0072,112,1,4502.24,0.1,Net Banking
ORD-0006909,2026-07-05,CUST-00449,P0143,111,1,736.49,0.15,Credit Card
ORD-0006910,2026-03-13,CUST-01676,P0141,112,1,531.93,0.5,Credit Card
ORD-0006911,2026-01-18,CUST-02522,P0073,109,2,3915.64,0.2,UPI
ORD-0006912,2025-08-19,CUST-01805,P0137,105,2,1798.97,0.5,Debit Card
ORD-0006913,2025-10-29,CUST-01349,P0138,105,1,747.59,0.1,Net Banking
ORD-0006914,2025-12-04,CUST-01552,P0002,103,1,4919.29,0.1,Net Banking
ORD-0006915,2026-03-10,CUST-01987,P0033,106,1,2994.08,0.2,Debit Card
ORD-0006916,2025-12-27,CUST-01043,P0070,106,4,702.32,0.2,UPI
ORD-0006917,2026-08-15,CUST-01662,P0113,108,1,804.33,0.2,UPI
ORD-0006918,2026-02-14,CUST-02281,P0050,101,-1,3646.57,0.05,Net Banking
ORD-0006919,2025-11-01,CUST-00422,P0005,111,2,1355.36,0.05,Debit Card
ORD-0006920,2026-05-12,CUST-01105,P0048,104,1,1267.67,0.05,Debit Card
ORD-0006921,2026-04-13,CUST-02317,P0117,103,5,4930.03,0.1,Cash
ORD-0006922,2025-09-18,CUST-02088,P0050,103,1,1729.16,0.5,Credit Card
ORD-0006923,2026-03-11,CUST-01379,P0007,103,5,991.54,0.5,Debit Card
ORD-0006924,2025-09-18,CUST-02667,P0102,111,2,1043.06,0.15,Net Banking
ORD-0006925,2025-08-29,CUST-00454,P0057,108,4,1763.55,0.5,Net Banking
ORD-0006926,2025-12-19,CUST-02984,P0086,103,1,3964.11,0.5,Credit Card
ORD-0006927,2026-05-21,CUST-02964,P0012,101,2,159.83,0.0,Debit Card
ORD-0006928,2025-08-27,CUST-00545,P0013,104,1,4154.93,0.1,Credit Card
ORD-0006929,2026-02-22,CUST-02266,P0078,106,4,4232.85,0.1,UPI
ORD-0006930,2025-09-21,CUST-00223,P0033,102,1,3665.11,0.05,Credit Card
ORD-0006931,2026-08-11,CUST-01651,P0097,107,2,3235.63,0.05,Debit Card
ORD-0006932,2025-11-17,CUST-02080,P0097,112,2,1590.56,0.0,Cash
ORD-0006933,2025-08-21,CUST-01965,P0139,112,4,4274.87,0.0,Credit Card
ORD-0006934,2026-08-14,CUST-02908,P0080,105,3,3656.18,0.05,Credit Card
ORD-0006935,2025-10-06,CUST-02444,P0100,108,1,2508.85,0.05,Debit Card
ORD-0006936,2026-04-16,CUST-00640,P0139,104,1,3271.88,0.15,Net Banking
ORD-0006937,2025-09-15,CUST-00446,P0102,107,1,1294.91,0.05,Cash
ORD-0006938,2026-03-05,CUST-00143,P0021,102,1,3684.97,0.1,Credit Card
ORD-0006939,2026-05-23,CUST-01210,P0119,108,1,1845.57,0.5,Cash
ORD-0006940,2025-11-04,CUST-00467,P0019,111,4,1377.21,0.0,Net Banking
ORD-0006941,2026-07-21,CUST-01521,P0070,108,1,568.61,0.05,Net Banking
ORD-0006942,2026-04-24,CUST-01977,P0071,110,4,2344.31,0.2,Debit Card
ORD-0006943,2025-10-03,CUST-00416,P0052,109,1,4686.54,0.1,Cash
ORD-0006944,2026-08-04,CUST-00886,P0057,105,2,1693.51,0.5,UPI
ORD-0006945,2026-03-13,,P0137,103,1,4767.92,0.05,UPI
ORD-0006946,2026-03-02,CUST-02433,P0077,108,1,1776.5,0.1,Net Banking
ORD-0006947,2026-01-14,CUST-01242,P0094,111,3,510.4,0.05,Cash
ORD-0006948,2025-11-18,CUST-02800,P0056,104,3,1562.8,0.0,Net Banking
ORD-0006949,2026-01-12,CUST-01990,P0149,107,2,3717.79,0.05,Cash
ORD-0006950,2025-09-10,CUST-00614,P0096,111,1,3114.13,0.2,Cash
ORD-0006951,2025-10-21,CUST-00917,P0122,104,3,3231.95,0.15,Cash
ORD-0006952,2026-01-16,CUST-00196,P0133,104,1,3694.39,0.2,Cash
ORD-0006953,2025-09-06,CUST-01728,P0115,112,1,4147.35,0.2,Net Banking
ORD-0006954,2026-05-18,CUST-02148,P0112,109,4,1077.1,0.0,UPI
ORD-0006955,2026-05-29,CUST-02179,P0023,102,1,1340.96,0.5,Cash
ORD-0006956,2026-08-11,CUST-00587,P0101,110,1,4761.96,0.0,Net Banking
ORD-0006957,2025-10-11,CUST-02812,P0015,112,1,1218.59,0.15,Net Banking
ORD-0006958,2026-05-22,CUST-01099,P0006,106,3,478.5,0.0,Cash
ORD-0006959,2025-11-30,CUST-02389,P0077,112,4,3047.72,0.15,UPI
ORD-0006960,2026-04-19,CUST-00501,P0124,105,1,491.5,0.0,Net Banking
ORD-0006961,2026-02-16,CUST-01271,P0008,105,1,4928.61,0.5,Cash
ORD-0006962,2026-06-04,CUST-02785,P0085,109,2,3908.61,0.05,Net Banking
ORD-0006963,2025-11-14,CUST-00123,P0144,102,1,1255.9,0.1,Debit Card
ORD-0006964,2026-07-29,CUST-00917,P0023,109,2,671.24,0.0,Cash
ORD-0006965,2025-12-27,CUST-00735,P0066,107,1,3813.34,0.5,Credit Card
ORD-0006966,2026-07-16,CUST-02221,P0092,105,2,2890.76,0.2,Net Banking
ORD-0006967,2025-09-15,CUST-00732,P0103,104,1,1741.24,0.15,UPI
ORD-0006968,2025-12-08,CUST-02268,P0112,107,1,358.65,0.5,Credit Card
ORD-0006969,2025-11-19,CUST-00045,P0149,106,3,2299.88,0.0,Credit Card
ORD-0006970,2026-01-11,CUST-01320,P0072,111,1,4189.04,0.05,Cash
ORD-0006971,2025-09-25,CUST-00651,P0057,106,2,2554.17,0.2,Cash
ORD-0006972,2025-10-15,CUST-01988,P0102,110,2,2734.84,0.2,Debit Card
ORD-0006973,2026-05-12,CUST-02124,P0073,102,10,494.35,0.05,Cash
ORD-0006974,2025-10-22,CUST-01555,P0009,106,2,3251.57,0.2,UPI
ORD-0006975,2026-04-28,CUST-02892,P0101,103,1,1206.44,0.0,Debit Card
ORD-0006976,2025-11-16,CUST-02917,P0054,107,1,1304.33,0.5,Cash
ORD-0006977,2025-10-08,CUST-02187,P0122,101,2,2399.53,0.5,Net Banking
ORD-0006978,2026-06-17,CUST-00663,P0130,105,1,1931.28,0.05,Net Banking
ORD-0006979,2026-01-07,CUST-00184,P0014,110,1,2118.11,0.05,Cash
ORD-0006980,2025-11-12,CUST-02499,P0072,109,1,4044.01,0.15,Debit Card
ORD-0006981,2026-01-07,CUST-01659,P0012,102,1,2171.31,0.1,Net Banking
ORD-0006982,2026-03-04,CUST-01862,P0113,109,2,1231.0,0.0,Cash
ORD-0006983,2025-08-21,CUST-01846,P0087,104,2,301.88,0.15,UPI
ORD-0006984,2026-08-15,CUST-02507,P0147,110,1,1952.56,0.0,Cash
ORD-0006985,2026-04-08,CUST-02818,P0102,102,2,3634.81,0.5,Debit Card
ORD-0006986,2026-05-11,CUST-00543,P0049,107,2,2302.16,0.15,Credit Card
ORD-0006987,2025-12-23,CUST-01852,P0021,108,1,2223.22,0.15,Cash
ORD-0006988,2026-01-19,CUST-00088,P0117,105,5,3936.31,0.2,UPI
ORD-0006989,2026-03-18,CUST-01030,P0106,106,1,1951.42,0.1,Credit Card
ORD-0006990,2025-12-06,CUST-02828,P0099,112,3,2014.65,0.5,Cash
ORD-0006991,2025-11-04,CUST-02734,P0030,104,4,800.5,0.15,Credit Card
ORD-0006992,2026-07-16,CUST-00721,P0054,101,4,4843.53,0.05,UPI
ORD-0006993,2026-08-05,CUST-00946,P0126,110,2,4840.56,0.15,Credit Card
ORD-0006994,2025-10-12,CUST-00126,P0078,111,2,2857.79,0.2,Credit Card
ORD-0006995,2025-09-03,CUST-02042,P0012,102,1,1084.33,0.2,Cash
ORD-0006996,2026-06-04,CUST-00892,P0127,111,1,3709.58,0.15,UPI
ORD-0006997,2025-11-14,CUST-00733,P0034,110,3,3142.95,0.15,UPI
ORD-0006998,2026-08-11,CUST-00279,P0060,104,1,3746.53,0.05,Net Banking
ORD-0006999,2025-11-01,CUST-01095,P0002,111,2,1677.08,0.5,Net Banking
ORD-0007000,2025-09-21,CUST-02892,P0076,110,2,4633.5,0.0,Credit Card
ORD-0007001,2026-07-28,CUST-02474,P0040,109,1,4378.02,0.1,Net Banking
ORD-0007002,2026-06-15,CUST-01279,P0062,109,3,3888.42,0.15,UPI
ORD-0007003,2025-09-23,CUST-00978,P0141,101,2,3599.86,0.05,Credit Card
ORD-0007004,2025-10-02,CUST-02303,P0051,104,4,3772.82,0.2,Credit Card
ORD-0007005,2026-07-08,CUST-02880,P0104,102,1,4716.36,0.05,Net Banking
ORD-0007006,2025-10-09,CUST-00314,P0074,106,4,2160.97,0.5,Debit Card
ORD-0007007,2026-04-07,CUST-02196,P0028,109,1,466.35,0.1,Cash
ORD-0007008,2026-02-03,CUST-02468,P0074,111,4,4013.87,0.5,Cash
ORD-0007009,2025-09-03,CUST-00756,P0043,104,1,3140.09,0.2,Cash
ORD-0007010,2026-03-05,CUST-02917,P0088,112,2,4950.8,0.05,Credit Card
ORD-0007011,2025-11-18,CUST-00172,P0017,101,10,2841.76,0.2,UPI
ORD-0007012,2026-07-30,CUST-00030,P0124,103,1,3663.9,0.0,Net Banking
ORD-0007013,2026-03-10,CUST-01229,P0113,109,1,269.63,0.15,Debit Card
ORD-0007014,2025-10-30,CUST-01096,P0032,101,2,2726.32,0.05,Debit Card
ORD-0007015,2026-07-11,CUST-01026,P0039,106,1,1528.8,0.05,Debit Card
ORD-0007016,2026-07-04,CUST-00378,P0127,109,1,1388.33,0.2,UPI
ORD-0007017,2025-12-16,CUST-00637,P0056,110,1,3384.68,0.05,UPI
ORD-0007018,2026-06-02,CUST-02470,P0017,106,1,435.73,0.5,UPI
ORD-0007019,2025-10-24,CUST-01197,P0062,112,2,3869.4,0.2,Credit Card
ORD-0007020,2026-01-23,CUST-00983,P0080,102,1,3762.49,0.0,Debit Card
ORD-0007021,2026-05-04,CUST-00592,P0090,101,1,3465.64,0.05,UPI
ORD-0007022,2025-09-23,CUST-01543,P0041,107,3,1537.81,0.5,Cash
ORD-0007023,2025-10-28,CUST-01920,P0120,107,3,4612.93,0.15,UPI
ORD-0007024,2026-02-04,CUST-02826,P0121,107,2,2245.83,0.05,Net Banking
ORD-0007025,2026-05-09,CUST-00514,P0006,105,1,2974.88,0.1,Cash
ORD-0007026,2026-01-25,CUST-02574,P0023,101,5,3473.71,0.5,UPI
ORD-0007027,2026-04-11,CUST-00193,P0008,109,2,835.23,0.5,Credit Card
ORD-0007028,2026-05-01,CUST-00867,P0013,107,1,667.44,0.1,Credit Card
ORD-0007029,2026-05-18,CUST-01332,P0031,106,4,4472.03,0.2,Cash
ORD-0007030,2026-07-29,CUST-00108,P0011,105,2,2141.09,0.0,Debit Card
ORD-0007031,2026-07-29,CUST-01124,P0108,110,1,4231.01,0.15,Cash
ORD-0007032,2026-02-23,CUST-02852,P0086,111,10,2426.15,0.5,Debit Card
ORD-0007033,2025-10-18,CUST-00516,P0013,105,1,4214.52,0.5,Net Banking
ORD-0007034,2026-07-09,CUST-02290,P0140,108,1,721.7,0.05,Credit Card
ORD-0007035,2025-09-11,CUST-02139,P0066,105,1,1230.57,0.05,Cash
ORD-0007036,2026-05-18,CUST-02672,P0014,103,2,462.14,0.05,Net Banking
ORD-0007037,2025-09-11,CUST-00062,P0008,103,1,1151.23,0.15,Credit Card
ORD-0007038,2026-01-02,CUST-01355,P0007,107,1,1620.02,0.0,Debit Card
ORD-0007039,2026-05-20,CUST-01939,P0014,109,4,4386.02,0.15,Credit Card
ORD-0007040,2025-08-26,CUST-02079,P0101,101,1,1964.64,0.05,Debit Card
ORD-0007041,2025-09-07,CUST-01146,P0057,112,1,4558.89,0.2,Cash
ORD-0007042,2026-07-27,CUST-02345,P0039,105,3,3355.16,0.1,Debit Card
ORD-0007043,2025-11-09,CUST-02667,P0108,111,1,1239.84,0.5,UPI
ORD-0007044,2026-06-24,CUST-01116,P0005,104,4,316.07,0.15,Debit Card
ORD-0007045,2026-08-18,CUST-02243,P0021,109,1,3346.94,0.5,Credit Card
ORD-0007046,2026-07-10,CUST-01406,P0001,107,1,844.8,0.5,Cash
ORD-0007047,2026-02-23,CUST-02718,P0009,112,2,4038.7,0.05,UPI
ORD-0007048,2026-08-03,CUST-02333,P0065,104,1,1059.56,0.05,Credit Card
ORD-0007049,2026-06-03,CUST-02519,P0053,112,2,3731.43,0.5,Debit Card
ORD-0007050,2026-01-27,CUST-01651,P0142,106,3,390.53,0.0,Credit Card
ORD-0007051,2026-01-18,CUST-00040,P0137,101,1,2765.52,0.05,Net Banking
ORD-0007052,2026-07-31,CUST-02762,P0148,112,1,3010.86,0.0,Credit Card
ORD-0007053,2025-10-26,CUST-00728,P0072,107,1,2776.13,0.2,Cash
ORD-0007054,2026-01-21,CUST-00408,P0066,107,1,919.48,0.0,Debit Card
ORD-0007055,2026-08-14,CUST-00167,P0117,110,4,4652.18,0.05,UPI
ORD-0007056,2026-01-18,CUST-01843,P0114,102,3,3294.93,0.15,UPI
ORD-0007057,2025-10-15,CUST-02777,P0008,109,2,3689.62,0.2,Net Banking
ORD-0007058,2026-07-18,CUST-00990,P0080,110,2,2209.03,0.05,Debit Card
ORD-0007059,2026-06-01,CUST-01473,P0057,111,3,4263.96,0.2,Debit Card
ORD-0007060,2025-09-24,CUST-00828,P0027,108,10,743.24,0.5,Cash
ORD-0007061,2026-02-21,CUST-01539,P0026,103,4,876.96,0.5,UPI
ORD-0007062,2025-11-30,CUST-00135,P0035,106,2,2520.67,0.2,Cash
ORD-0007063,2026-08-03,CUST-00343,P0137,104,1,3231.31,0.05,Cash
ORD-0007064,2026-01-13,CUST-01938,P0069,101,5,2699.55,0.1,Net Banking
ORD-0007065,2025-10-23,CUST-02881,P0133,112,1,768.14,0.05,UPI
ORD-0007066,2026-03-17,CUST-02574,P0144,111,1,4186.71,0.2,Debit Card
ORD-0007067,2026-03-06,CUST-00743,P0029,111,1,783.48,0.15,Cash
ORD-0007068,2026-02-11,CUST-01217,P0019,107,2,4706.15,0.2,Debit Card
ORD-0007069,2026-08-08,CUST-02012,P0120,111,2,1015.86,0.15,Net Banking
ORD-0007070,2026-03-21,CUST-02508,P0051,110,2,4115.05,0.0,Debit Card
ORD-0007071,2025-10-07,CUST-00330,P0094,112,2,127.32,0.05,Debit Card
ORD-0007072,2025-09-10,CUST-02934,P0049,112,2,154.43,0.05,Cash
ORD-0007073,2026-03-05,CUST-01116,P0143,102,1,2878.93,0.5,Credit Card
ORD-0007074,2026-07-26,CUST-02829,P0100,109,1,1526.47,0.05,Net Banking
ORD-0007075,2026-05-08,CUST-00845,P0029,105,2,155.46,0.15,Credit Card
ORD-0007076,2025-11-08,CUST-00083,P0013,109,1,3466.71,0.0,Cash
ORD-0007077,2025-12-28,CUST-00372,P0018,102,2,161.07,0.1,Cash
ORD-0007078,2026-06-02,CUST-01918,P0138,107,1,4274.19,0.5,Debit Card
ORD-0007079,2025-12-21,CUST-02073,P0079,112,2,1510.88,0.5,Debit Card
ORD-0007080,2025-12-27,CUST-00874,P0078,105,4,3207.57,0.1,Debit Card
ORD-0007081,2026-01-13,CUST-01453,P0006,109,1,1223.07,0.0,Cash
ORD-0007082,2026-07-15,CUST-02287,P0025,107,1,4742.94,0.15,Cash
ORD-0007083,2025-10-22,CUST-01340,P0132,109,3,241.34,0.05,Credit Card
ORD-0007084,2025-10-18,CUST-01985,P0032,105,1,1808.59,0.05,Cash
ORD-0007085,2026-02-06,CUST-01252,P0112,109,3,1152.07,0.5,Cash
ORD-0007086,2026-05-28,CUST-01819,P0046,101,1,4344.87,0.05,Credit Card
ORD-0007087,2025-11-01,CUST-00635,P0033,108,1,3087.01,0.05,Credit Card
ORD-0007088,2026-06-03,CUST-01954,P0075,101,1,1827.58,0.15,Cash
ORD-0007089,2026-05-10,CUST-00740,P0068,106,2,346.53,0.05,Credit Card
ORD-0007090,2026-02-21,CUST-00495,P0008,109,1,1835.9,0.05,Cash
ORD-0007091,2026-01-18,CUST-02990,P0007,106,2,3956.65,0.05,Cash
ORD-0007092,2025-12-12,CUST-02138,P0046,108,1,3215.27,0.5,Cash
ORD-0007093,2026-02-20,CUST-00189,P0147,105,2,2537.03,0.0,UPI
ORD-0007094,07/07/2026,CUST-02958,P0052,103,1,287.14,0.0,UPI
ORD-0007095,2026-02-28,CUST-02959,P0073,107,1,1161.38,0.05,Credit Card
ORD-0007096,2026-04-27,CUST-02965,P0064,108,1,4325.97,0.05,Debit Card
ORD-0007097,2026-03-12,CUST-02825,P0101,104,1,2792.06,0.5,UPI
ORD-0007098,2026-04-30,CUST-02649,P0091,108,5,3354.35,0.5,UPI
ORD-0007099,2026-05-05,CUST-01844,P0065,110,1,3782.46,0.15,Credit Card
ORD-0007100,2026-02-02,CUST-02536,P0110,107,1,2709.01,0.1,UPI
ORD-0007101,2025-11-07,CUST-02617,P0067,102,2,2611.25,0.5,Credit Card
ORD-0007102,2025-09-23,CUST-01835,P0072,106,2,1448.25,0.1,Cash
ORD-0007103,2026-03-10,CUST-02665,P0039,106,1,2204.21,0.05,Credit Card
ORD-0007104,2026-06-07,CUST-01946,P0060,107,1,3893.43,0.1,Credit Card
ORD-0007105,2025-09-02,,P0029,103,1,2031.28,0.0,UPI
ORD-0007106,2025-10-20,CUST-02658,P0015,110,10,2699.19,0.2,Debit Card
ORD-0007107,2025-09-28,CUST-00704,P0139,107,1,1274.66,0.0,Net Banking
ORD-0007108,2026-05-05,CUST-01471,P0082,108,1,1394.59,0.05,Credit Card
ORD-0007109,2025-12-24,CUST-01622,P0101,108,1,4733.59,0.0,UPI
ORD-0007110,2026-03-28,CUST-02132,P0064,105,1,4566.96,0.15,Net Banking
ORD-0007111,2025-12-22,CUST-01145,P0001,110,1,4209.59,0.15,Debit Card
ORD-0007112,2026-06-04,CUST-02512,P0101,105,1,3966.46,0.5,Debit Card
ORD-0007113,2025-12-17,,P0087,107,1,615.46,0.05,Credit Card
ORD-0007114,2026-01-02,CUST-02888,P0107,103,3,2327.35,0.0,Cash
ORD-0007115,2026-07-10,CUST-02207,P0041,107,2,401.41,0.05,UPI
ORD-0007116,2025-10-28,CUST-02389,P0024,107,1,1172.04,0.2,UPI
ORD-0007117,2026-04-05,CUST-02876,P0118,111,3,2294.44,0.1,Debit Card
ORD-0007118,2026-02-17,CUST-00275,P0077,105,1,3711.5,0.0,Debit Card
ORD-0007119,2025-12-20,CUST-01400,P0058,104,5,2267.86,0.2,Cash
ORD-0007120,2026-05-14,CUST-01870,P0026,112,1,2354.94,0.0,Debit Card
ORD-0007121,2025-12-14,CUST-01003,P0148,107,2,345.02,0.1,UPI
ORD-0007122,2025-11-02,CUST-00159,P0120,110,2,4748.0,0.05,Credit Card
ORD-0007123,2026-04-18,CUST-02620,P0143,110,4,2422.06,0.1,Credit Card
ORD-0007124,2025-09-11,CUST-02722,P0094,107,1,1007.03,0.0,Net Banking
ORD-0007125,20-10-2025,CUST-02270,P0027,112,1,1977.14,0.5,Cash
ORD-0007126,2025-11-30,,P0123,108,1,3725.17,0.0,UPI
ORD-0007127,2025-11-01,CUST-01447,P0119,104,1,3925.77,0.1,Debit Card
ORD-0007128,2025-10-02,CUST-00009,P0010,110,1,3121.5,0.05,Cash
